,RMSE_val,RMSE_train,normalize_function,model_name,model_type,window_len,scaller,rnn_cells,extra_hidden_layer
20,0.040371693511626665,0.03391984538902918,pct_change,LSTM2-7-W_LEN-STD-SCL-64-RNN_S-1590097394,LSTM2,7,STD,64,0
21,0.04143322679630557,0.03473853266896371,pct_change,LSTM2-7-W_LEN-STD-SCL-64-RNN_S-1590097469,LSTM2,7,STD,64,1
22,0.04503778919633919,0.03797649718271345,pct_change,LSTM2-7-W_LEN-STD-SCL-256-RNN_S-1590097540,LSTM2,7,STD,256,0
23,0.055333970620778085,0.04552960590292311,pct_change,LSTM2-7-W_LEN-STD-SCL-256-RNN_S-1590097649,LSTM2,7,STD,256,1
24,0.04157937251898849,0.03210787843850831,pct_change,LSTM2-14-W_LEN-STD-SCL-64-RNN_S-1590097759,LSTM2,14,STD,64,0
25,0.04224811513596858,0.033373438859336683,pct_change,LSTM2-14-W_LEN-STD-SCL-64-RNN_S-1590097857,LSTM2,14,STD,64,1
26,0.04270067226292925,0.0393506673432366,pct_change,LSTM2-14-W_LEN-STD-SCL-256-RNN_S-1590097970,LSTM2,14,STD,256,0
27,0.04051785167748894,0.035870348994825524,pct_change,LSTM2-14-W_LEN-STD-SCL-256-RNN_S-1590098157,LSTM2,14,STD,256,1
28,0.042188897000281424,0.033196220048237364,pct_change,LSTM2-21-W_LEN-STD-SCL-64-RNN_S-1590098350,LSTM2,21,STD,64,0
29,0.04764242672244376,0.036973322504222264,pct_change,LSTM2-21-W_LEN-STD-SCL-64-RNN_S-1590098476,LSTM2,21,STD,64,1
30,0.043021851102967405,0.04140835406620744,pct_change,LSTM2-21-W_LEN-STD-SCL-256-RNN_S-1590098599,LSTM2,21,STD,256,0
31,0.04322514041773294,0.0411250396377497,pct_change,LSTM2-21-W_LEN-STD-SCL-256-RNN_S-1590098809,LSTM2,21,STD,256,1
32,0.041260512695597516,0.036641590052097904,pct_change,LSTM2-28-W_LEN-STD-SCL-64-RNN_S-1590099014,LSTM2,28,STD,64,0
33,0.040702308746419065,0.03487756640235909,pct_change,LSTM2-28-W_LEN-STD-SCL-64-RNN_S-1590099144,LSTM2,28,STD,64,1
34,0.04354483374067485,0.051589378874502,pct_change,LSTM2-28-W_LEN-STD-SCL-256-RNN_S-1590099281,LSTM2,28,STD,256,0
35,0.04349524531494228,0.04145977870869474,pct_change,LSTM2-28-W_LEN-STD-SCL-256-RNN_S-1590099545,LSTM2,28,STD,256,1
36,0.04430836776685367,0.03333648204199228,pct_change,LSTM2-49-W_LEN-STD-SCL-64-RNN_S-1590099783,LSTM2,49,STD,64,0
37,0.04415589641567957,0.03380963036452733,pct_change,LSTM2-49-W_LEN-STD-SCL-64-RNN_S-1590099956,LSTM2,49,STD,64,1
38,0.044980703657251486,0.04285830420391232,pct_change,LSTM2-49-W_LEN-STD-SCL-256-RNN_S-1590100163,LSTM2,49,STD,256,0
39,0.04316274893655002,0.04132319422264168,pct_change,LSTM2-49-W_LEN-STD-SCL-256-RNN_S-1590100563,LSTM2,49,STD,256,1
40,4.209101995139823,4.807992538718613,diff,LSTM2-7-W_LEN-MiMax-SCL-64-RNN_S-1590100927,LSTM2,7,MiMax,64,0
41,6.919272112134571,7.9418385384298205,diff,LSTM2-7-W_LEN-MiMax-SCL-64-RNN_S-1590100999,LSTM2,7,MiMax,64,1
42,4.237256745656851,4.066111970330832,diff,LSTM2-7-W_LEN-MiMax-SCL-256-RNN_S-1590101073,LSTM2,7,MiMax,256,0
43,3.892895140695357,4.089160403357262,diff,LSTM2-7-W_LEN-MiMax-SCL-256-RNN_S-1590101189,LSTM2,7,MiMax,256,1
44,12.20571031867948,12.195334391406856,diff,LSTM2-14-W_LEN-MiMax-SCL-64-RNN_S-1590101307,LSTM2,14,MiMax,64,0
45,3.95924970999041,4.270836120418399,diff,LSTM2-14-W_LEN-MiMax-SCL-64-RNN_S-1590101419,LSTM2,14,MiMax,64,1
46,3.9350670973406263,4.170732566095596,diff,LSTM2-14-W_LEN-MiMax-SCL-256-RNN_S-1590101523,LSTM2,14,MiMax,256,0
47,3.8740730488644095,4.066704715984725,diff,LSTM2-14-W_LEN-MiMax-SCL-256-RNN_S-1590101673,LSTM2,14,MiMax,256,1
48,11.336257474418225,12.742407317446446,diff,LSTM2-21-W_LEN-MiMax-SCL-64-RNN_S-1590101827,LSTM2,21,MiMax,64,0
49,18.53277747569488,18.910978735570094,diff,LSTM2-21-W_LEN-MiMax-SCL-64-RNN_S-1590101954,LSTM2,21,MiMax,64,1
50,3.875638826523936,4.0580103099040485,diff,LSTM2-21-W_LEN-MiMax-SCL-256-RNN_S-1590102092,LSTM2,21,MiMax,256,0
51,4.057584350398458,4.329062532998709,diff,LSTM2-21-W_LEN-MiMax-SCL-256-RNN_S-1590102344,LSTM2,21,MiMax,256,1
52,11.460355600315072,10.79263875482996,diff,LSTM2-28-W_LEN-MiMax-SCL-64-RNN_S-1590102582,LSTM2,28,MiMax,64,0
53,5.370906219360838,5.054793979962018,diff,LSTM2-28-W_LEN-MiMax-SCL-64-RNN_S-1590102716,LSTM2,28,MiMax,64,1
54,3.993980911506954,4.124179714383553,diff,LSTM2-28-W_LEN-MiMax-SCL-256-RNN_S-1590102851,LSTM2,28,MiMax,256,0
55,3.8995979948156183,4.135918235211752,diff,LSTM2-28-W_LEN-MiMax-SCL-256-RNN_S-1590103082,LSTM2,28,MiMax,256,1
56,7.248595765571094,6.603084247770559,diff,LSTM2-49-W_LEN-MiMax-SCL-64-RNN_S-1590103309,LSTM2,49,MiMax,64,0
57,20.053844148334992,19.851841776803536,diff,LSTM2-49-W_LEN-MiMax-SCL-64-RNN_S-1590103498,LSTM2,49,MiMax,64,1
58,3.9657236985629103,4.140249983266753,diff,LSTM2-49-W_LEN-MiMax-SCL-256-RNN_S-1590103679,LSTM2,49,MiMax,256,0
59,4.829410376939256,5.192159850687804,diff,LSTM2-49-W_LEN-MiMax-SCL-256-RNN_S-1590104062,LSTM2,49,MiMax,256,1
60,3.727901397915105,2.9379795747507687,diff,LSTM2-7-W_LEN-STD-SCL-64-RNN_S-1590104411,LSTM2,7,STD,64,0
61,3.931857565778619,3.5320866253422953,diff,LSTM2-7-W_LEN-STD-SCL-64-RNN_S-1590104477,LSTM2,7,STD,64,1
62,4.574386778575019,5.070214624495233,diff,LSTM2-7-W_LEN-STD-SCL-256-RNN_S-1590104544,LSTM2,7,STD,256,0
63,3.8684692529799785,4.341237809535655,diff,LSTM2-7-W_LEN-STD-SCL-256-RNN_S-1590104644,LSTM2,7,STD,256,1
64,4.191554150196044,2.918935634560319,diff,LSTM2-14-W_LEN-STD-SCL-64-RNN_S-1590104743,LSTM2,14,STD,64,0
65,4.341961842785127,3.0109186314711933,diff,LSTM2-14-W_LEN-STD-SCL-64-RNN_S-1590104838,LSTM2,14,STD,64,1
66,3.7629468961140256,8.979900530242562,diff,LSTM2-14-W_LEN-STD-SCL-256-RNN_S-1590104925,LSTM2,14,STD,256,0
67,4.183847331169339,8.551937400559092,diff,LSTM2-14-W_LEN-STD-SCL-256-RNN_S-1590105070,LSTM2,14,STD,256,1
68,4.048998318475381,2.8901664145654014,diff,LSTM2-21-W_LEN-STD-SCL-64-RNN_S-1590105230,LSTM2,21,STD,64,0
69,3.883699781249907,3.0258198783947168,diff,LSTM2-21-W_LEN-STD-SCL-64-RNN_S-1590105348,LSTM2,21,STD,64,1
70,4.024310162688728,5.926987393139676,diff,LSTM2-21-W_LEN-STD-SCL-256-RNN_S-1590105465,LSTM2,21,STD,256,0
71,3.8587875262340896,10.277228448274938,diff,LSTM2-21-W_LEN-STD-SCL-256-RNN_S-1590105664,LSTM2,21,STD,256,1
72,4.374586943353016,2.9543885289955827,diff,LSTM2-28-W_LEN-STD-SCL-64-RNN_S-1590105848,LSTM2,28,STD,64,0
73,4.317089163327483,3.127017032564789,diff,LSTM2-28-W_LEN-STD-SCL-64-RNN_S-1590105976,LSTM2,28,STD,64,1
