data_set,window,p,d,q,P,D,Q,m,t,RMSE
pct_change,365,2,0,1,2,0,1,7, None,3.82812107210833
pct_change,90,0,0,0,0,0,0,0, None,98.6498602969851
pct_change,90,0,0,0,1,0,1,0, None, None
pct_change,90,0,0,0,1,0,1,7, None,7.36815719767909
pct_change,90,0,0,1,1,0,1,0, None, None
pct_change,90,0,0,1,1,0,1,7, None,18.2875911361161
pct_change,90,1,0,0,1,0,1,0, None, None
pct_change,90,1,0,0,1,0,1,7, None,3.70257500120214
pct_change,90,1,0,1,0,0,1,0, None, None
pct_change,90,1,0,1,0,0,1,7, None,3.89066326325489
pct_change,90,1,0,1,2,0,0,0, None, None
pct_change,90,1,0,1,2,0,0,7, None,4.12346542978678
pct_change,90,2,0,0,1,0,0,0, None, None
pct_change,90,2,0,0,1,0,0,7, None,4.27889939818222
pct_change,90,2,0,0,2,0,0,0, None, None
pct_change,90,2,0,0,2,0,0,7, None,4.05652136060528
pct_change,90,2,0,1,0,0,0,0, None,3.88449551398944
pct_change,90,2,0,1,0,0,1,0, None, None
pct_change,90,2,0,1,0,0,1,7, None,3.93319844381277
pct_change,90,0,0,0,0,0,0,7, None,98.6498602969851
pct_change,90,0,0,0,2,0,0,0, None, None
pct_change,90,0,0,0,2,0,0,7, None,7.59959968376912
pct_change,90,0,0,1,0,0,1,0, None, None
pct_change,90,0,0,1,0,0,1,7, None,30.1414351023964
pct_change,90,0,0,1,2,0,0,0, None, None
pct_change,90,0,0,1,2,0,0,7, None,11.3992448271458
pct_change,90,1,0,0,2,0,0,0, None, None
pct_change,90,1,0,0,2,0,0,7, None,3.9921540623808
pct_change,90,1,0,1,0,0,0,0, None,3.91512640376731
pct_change,90,1,0,1,0,0,0,7, None,3.91512640376731
pct_change,90,1,0,1,1,0,0,0, None, None
pct_change,90,1,0,1,1,0,0,7, None,3.93896845551216
pct_change,90,1,0,1,2,0,1,0, None, None
pct_change,90,1,0,1,2,0,1,7, None,3.80689803510746
pct_change,90,2,0,1,0,0,0,7, None,3.88449551398944
pct_change,90,2,0,1,1,0,1,0, None, None
pct_change,90,2,0,1,1,0,1,7, None,7.6166847318315
pct_change,90,0,0,0,0,0,1,0, None, None
pct_change,90,0,0,0,1,0,0,0, None, None
pct_change,90,0,0,0,1,0,0,7, None,7.52488564350811
pct_change,90,0,0,0,2,0,1,0, None, None
pct_change,90,0,0,0,2,0,1,7, None,7.17299413661476
pct_change,90,1,0,0,0,0,0,0, None,3.89166907759766
pct_change,90,1,0,0,0,0,0,7, None,3.89166907759766
pct_change,90,1,0,0,0,0,1,0, None, None
pct_change,90,1,0,0,0,0,1,7, None,3.84146634372644
pct_change,90,1,0,0,1,0,0,0, None, None
pct_change,90,1,0,0,1,0,0,7, None,3.88447756368561
pct_change,90,1,0,0,2,0,1,0, None, None
pct_change,90,1,0,0,2,0,1,7, None,3.75042763190787
pct_change,90,2,0,0,0,0,0,0, None,3.90741659842915
pct_change,90,2,0,0,0,0,0,7, None,3.90741659842915
pct_change,90,2,0,0,0,0,1,0, None, None
pct_change,90,2,0,0,0,0,1,7, None,3.86702825989098
pct_change,90,2,0,0,2,0,1,0, None, None
pct_change,90,2,0,0,2,0,1,7, None,3.74205604615407
pct_change,90,2,0,1,2,0,0,0, None, None
pct_change,90,2,0,1,2,0,0,7, None,52.0113224832041
pct_change,90,0,0,0,0,0,1,7, None,49.3404112574526
pct_change,90,0,0,1,0,0,0,0, None,50.9869502341789
pct_change,90,0,0,1,0,0,0,7, None,50.9869502341789
pct_change,90,0,0,1,1,0,0,0, None, None
pct_change,90,0,0,1,1,0,0,7, None,18.2731409024627
pct_change,90,0,0,1,2,0,1,0, None, None
pct_change,90,0,0,1,2,0,1,7, None,14.9174856541177
pct_change,90,1,0,1,1,0,1,0, None, None
pct_change,90,1,0,1,1,0,1,7, None,3.73858096886468
pct_change,90,2,0,0,1,0,1,0, None, None
pct_change,90,2,0,0,1,0,1,7, None,3.59913576755146
pct_change,90,2,0,1,1,0,0,0, None, None
pct_change,90,2,0,1,1,0,0,7, None,3.96112698061448
pct_change,90,2,0,1,2,0,1,0, None, None
pct_change,90,2,0,1,2,0,1,7, None,4.17919418391962
