kontrakty RTT dla gazu ziemnego dla okresu od;2016-01-01;do;2020-05-14;

data obrotu;instrument;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan
2016-03-29;GAS_BASE_S-S-16;56.25;56.25;56.25;56.25;21960.00;5.00;1235250.00;1.00;56.25;56.40;1462536.00;333.00;2920680.00;665.00
2016-03-29;GAS_BASE_S-W-16;64.75;64.75;64.75;64.75;65520.00;15.00;4242420.00;3.00;64.80;64.75;5114928.00;1171.00;6617520.00;1515.00
2016-03-29;GAS_BASE_S-S-17;-;65.00;-;-;-;-;-;-;-;-;96624.00;22.00;96624.00;22.00
2016-03-29;GAS_BASE_Y-17;66.00;65.69;65.60;66.00;175200.00;20.00;11515020.00;7.00;66.00;66.00;12772080.00;1458.00;14795640.00;1689.00
2016-03-29;GAS_BASE_Y-18;69.25;68.82;68.50;69.25;131400.00;15.00;9053898.00;5.00;69.25;68.75;621960.00;71.00;621960.00;71.00
2016-03-30;GAS_BASE_W-14-16;57.85;57.85;57.85;57.85;1680.00;10.00;97188.00;1.00;57.85;57.75;10080.00;60.00;10080.00;60.00
2016-03-30;GAS_BASE_W-15-16;57.85;57.85;57.85;57.85;1680.00;10.00;97188.00;1.00;57.85;57.75;3360.00;20.00;3360.00;20.00
2016-03-30;GAS_BASE_W-16-16;-;-;-;-;-;-;-;-;56.50;-;-;-;-;-
2016-03-30;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-03-30;GAS_BASE_M-04-16;58.25;57.95;57.89;58.25;151200.00;210.00;8760729.60;21.00;58.10;57.89;2547360.00;3538.00;3000240.00;4167.00
2016-03-30;GAS_BASE_M-05-16;-;56.65;-;-;-;-;-;-;56.40;56.90;32736.00;44.00;38688.00;52.00
2016-03-30;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;55.00;56.90;-;-;-;-
2016-03-30;GAS_BASE_Q-2-16;56.75;56.75;56.74;56.75;30576.00;14.00;1735100.64;4.00;56.75;56.74;9873864.00;4521.00;1911000.00;875.00
2016-03-30;GAS_BASE_Q-3-16;-;56.15;-;-;-;-;-;-;56.00;56.30;9046176.00;4097.00;847872.00;384.00
2016-03-30;GAS_BASE_Q-4-16;63.25;63.25;63.25;63.25;2209.00;1.00;139719.25;1.00;63.25;63.25;10539139.00;4771.00;2743578.00;1242.00
2016-03-30;GAS_BASE_Q-1-17;66.15;66.19;66.15;66.20;75565.00;35.00;5001863.25;7.00;66.25;66.15;898144.00;416.00;1038479.00;481.00
2016-03-30;GAS_BASE_S-S-16;-;56.47;-;-;-;-;-;-;56.25;56.68;1462536.00;333.00;2920680.00;665.00
2016-03-30;GAS_BASE_S-W-16;-;64.61;-;-;-;-;-;-;64.50;64.72;5114928.00;1171.00;6617520.00;1515.00
2016-03-30;GAS_BASE_S-S-17;-;62.25;-;-;-;-;-;-;61.00;63.50;96624.00;22.00;96624.00;22.00
2016-03-30;GAS_BASE_Y-17;65.50;65.45;65.40;65.50;359160.00;41.00;23507460.00;12.00;65.50;65.40;13087440.00;1494.00;15154800.00;1730.00
2016-03-30;GAS_BASE_Y-18;68.50;68.50;68.50;68.50;87600.00;10.00;6000600.00;2.00;68.50;68.50;709560.00;81.00;709560.00;81.00
2016-03-31;GAS_BASE_W-14-16;-;57.63;-;-;-;-;-;-;57.50;57.95;10080.00;60.00;10080.00;60.00
2016-03-31;GAS_BASE_W-15-16;-;57.65;-;-;-;-;-;-;57.50;57.95;3360.00;20.00;3360.00;20.00
2016-03-31;GAS_BASE_W-16-16;-;-;-;-;-;-;-;-;56.55;60.00;-;-;-;-
2016-03-31;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-03-31;GAS_BASE_M-05-16;56.50;56.43;56.30;56.50;10416.00;14.00;587908.80;6.00;56.50;56.30;39432.00;53.00;49104.00;66.00
2016-03-31;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;55.30;56.75;-;-;-;-
2016-03-31;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;54.00;57.00;-;-;-;-
2016-03-31;GAS_BASE_Q-3-16;-;56.10;-;-;-;-;-;-;55.70;56.50;9046176.00;4097.00;847872.00;384.00
2016-03-31;GAS_BASE_Q-4-16;63.00;63.00;63.00;63.00;11045.00;5.00;695835.00;3.00;63.00;63.00;10539139.00;4771.00;2754623.00;1247.00
2016-03-31;GAS_BASE_Q-1-17;66.00;66.03;66.00;66.10;43180.00;20.00;2852039.00;3.00;66.35;66.00;941324.00;436.00;1081659.00;501.00
2016-03-31;GAS_BASE_Q-2-17;-;-;-;-;-;-;-;-;61.10;63.50;-;-;-;-
2016-03-31;GAS_BASE_S-W-16;64.50;64.50;64.50;64.50;4368.00;1.00;281736.00;1.00;64.50;64.50;5114928.00;1171.00;6621888.00;1516.00
2016-03-31;GAS_BASE_S-S-17;-;62.23;-;-;-;-;-;-;61.50;62.95;96624.00;22.00;96624.00;22.00
2016-03-31;GAS_BASE_S-W-17;-;-;-;-;-;-;-;-;70.00;-;-;-;-;-
2016-03-31;GAS_BASE_Y-17;65.00;65.00;65.00;65.00;183960.00;21.00;11957400.00;8.00;65.00;65.25;13271400.00;1515.00;15338760.00;1751.00
2016-03-31;GAS_BASE_Y-18;-;68.25;-;-;-;-;-;-;68.00;68.50;709560.00;81.00;709560.00;81.00
2016-04-01;GAS_BASE_W-14-16;-;57.70;-;-;-;-;-;-;57.50;57.90;10080.00;60.00;10080.00;60.00
2016-04-01;GAS_BASE_W-15-16;-;57.70;-;-;-;-;-;-;57.50;57.90;3360.00;20.00;3360.00;20.00
2016-04-01;GAS_BASE_W-16-16;-;-;-;-;-;-;-;-;56.00;59.00;-;-;-;-
2016-04-01;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-01;GAS_BASE_M-05-16;56.00;55.81;55.60;56.00;47616.00;64.00;2659725.60;17.00;56.00;55.60;3634440.00;4885.00;96720.00;130.00
2016-04-01;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;55.25;55.75;3484080.00;4839.00;-;-
2016-04-01;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;55.00;56.25;-;-;-;-
2016-04-01;GAS_BASE_Q-3-16;56.00;55.73;55.50;56.00;30912.00;14.00;1720142.40;5.00;56.00;55.75;9772608.00;4426.00;878784.00;398.00
2016-04-01;GAS_BASE_Q-4-16;62.50;62.50;62.50;62.50;2209.00;1.00;138062.50;1.00;62.50;62.40;10541348.00;4772.00;2756832.00;1248.00
2016-04-01;GAS_BASE_Q-1-17;65.50;65.59;65.50;65.65;114427.00;53.00;7506843.00;9.00;65.80;65.50;1040638.00;482.00;1196086.00;554.00
2016-04-01;GAS_BASE_Q-2-17;-;-;-;-;-;-;-;-;61.00;62.50;-;-;-;-
2016-04-01;GAS_BASE_S-W-16;63.90;63.99;63.90;64.00;135408.00;31.00;8665675.20;7.00;64.00;64.00;5245968.00;1201.00;6757296.00;1547.00
2016-04-01;GAS_BASE_S-S-17;61.05;61.03;61.00;61.05;43920.00;10.00;2680218.00;2.00;61.05;61.00;109800.00;25.00;140544.00;32.00
2016-04-01;GAS_BASE_S-W-17;71.75;71.75;71.75;71.75;4368.00;1.00;313404.00;1.00;71.75;71.75;4368.00;1.00;4368.00;1.00
2016-04-01;GAS_BASE_Y-17;64.35;64.35;64.35;64.35;105120.00;12.00;6764472.00;4.00;64.35;64.50;13376520.00;1527.00;15443880.00;1763.00
2016-04-01;GAS_BASE_Y-18;-;67.75;-;-;-;-;-;-;67.50;68.00;709560.00;81.00;709560.00;81.00
2016-04-04;GAS_BASE_W-15-16;56.25;56.25;56.25;56.25;10416.00;62.00;585900.00;1.00;56.25;56.25;13776.00;82.00;13776.00;82.00
2016-04-04;GAS_BASE_W-16-16;56.25;56.25;56.25;56.25;10416.00;62.00;585900.00;1.00;56.25;56.25;10416.00;62.00;10416.00;62.00
2016-04-04;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-04;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-04;GAS_BASE_M-05-16;55.00;54.47;54.25;55.00;23808.00;32.00;1297350.00;7.00;55.00;54.25;3649320.00;4905.00;120528.00;162.00
2016-04-04;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;54.00;54.40;3484080.00;4839.00;-;-
2016-04-04;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;52.05;54.75;-;-;-;-
2016-04-04;GAS_BASE_Q-3-16;55.00;54.74;54.65;55.00;37536.00;17.00;2052888.00;4.00;55.00;54.65;9794688.00;4436.00;916320.00;415.00
2016-04-04;GAS_BASE_Q-4-16;61.00;61.00;61.00;61.00;19881.00;9.00;1212741.00;3.00;61.00;61.00;10552393.00;4777.00;2776713.00;1257.00
2016-04-04;GAS_BASE_Q-1-17;65.00;65.00;65.00;65.00;21590.00;10.00;1403350.00;2.00;65.50;65.00;1062228.00;492.00;1217676.00;564.00
2016-04-04;GAS_BASE_Q-2-17;-;-;-;-;-;-;-;-;60.00;62.50;-;-;-;-
2016-04-04;GAS_BASE_S-W-16;63.25;63.25;63.25;63.25;21840.00;5.00;1381380.00;1.00;63.25;63.25;5267808.00;1206.00;6779136.00;1552.00
2016-04-04;GAS_BASE_S-S-17;-;60.25;-;-;-;-;-;-;59.50;61.00;109800.00;25.00;140544.00;32.00
2016-04-04;GAS_BASE_S-W-17;-;70.50;-;-;-;-;-;-;69.00;72.00;4368.00;1.00;4368.00;1.00
2016-04-04;GAS_BASE_Y-17;63.50;63.67;63.50;63.75;87600.00;10.00;5573550.00;3.00;63.75;63.50;13464120.00;1537.00;15531480.00;1773.00
2016-04-04;GAS_BASE_Y-18;67.25;67.25;67.25;67.25;17520.00;2.00;1178220.00;1.00;67.00;67.00;727080.00;83.00;727080.00;83.00
2016-04-05;GAS_BASE_W-15-16;-;54.75;-;-;-;-;-;-;53.50;56.00;13776.00;82.00;13776.00;82.00
2016-04-05;GAS_BASE_W-16-16;-;54.63;-;-;-;-;-;-;53.00;56.25;10416.00;62.00;10416.00;62.00
2016-04-05;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-05;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-05;GAS_BASE_M-05-16;53.80;53.81;53.75;53.85;40920.00;55.00;2201533.20;14.00;54.00;53.75;3679080.00;4945.00;161448.00;217.00
2016-04-05;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;53.25;53.80;3484080.00;4839.00;-;-
2016-04-05;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;52.50;53.80;-;-;-;-
2016-04-05;GAS_BASE_Q-3-16;54.20;54.20;54.20;54.20;15456.00;7.00;837715.20;2.00;54.20;54.20;9810144.00;4443.00;931776.00;422.00
2016-04-05;GAS_BASE_Q-4-16;60.50;60.48;60.45;60.50;15463.00;7.00;935290.60;2.00;60.50;60.45;10563438.00;4782.00;2792176.00;1264.00
2016-04-05;GAS_BASE_Q-1-17;64.75;64.68;64.50;64.75;64770.00;30.00;4190079.25;5.00;64.75;64.50;1116203.00;517.00;1282446.00;594.00
2016-04-05;GAS_BASE_Q-2-17;60.00;60.00;60.00;60.00;32760.00;15.00;1965600.00;2.00;60.00;60.00;32760.00;15.00;32760.00;15.00
2016-04-05;GAS_BASE_S-W-16;62.60;62.56;62.50;62.60;183456.00;42.00;11479104.00;8.00;62.60;62.50;5442528.00;1246.00;6962592.00;1594.00
2016-04-05;GAS_BASE_S-S-17;59.75;59.75;59.75;59.75;8784.00;2.00;524844.00;1.00;59.75;60.00;118584.00;27.00;149328.00;34.00
2016-04-05;GAS_BASE_S-W-17;-;70.38;-;-;-;-;-;-;69.75;71.00;4368.00;1.00;4368.00;1.00
2016-04-05;GAS_BASE_Y-17;-;63.40;-;-;-;-;-;-;63.30;63.50;13464120.00;1537.00;15531480.00;1773.00
2016-04-05;GAS_BASE_Y-18;67.25;67.25;67.25;67.25;87600.00;10.00;5891100.00;2.00;67.25;67.25;814680.00;93.00;814680.00;93.00
2016-04-06;GAS_BASE_W-15-16;-;54.35;-;-;-;-;-;-;53.20;55.50;13776.00;82.00;13776.00;82.00
2016-04-06;GAS_BASE_W-16-16;-;54.25;-;-;-;-;-;-;53.00;55.50;10416.00;62.00;10416.00;62.00
2016-04-06;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-06;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-06;GAS_BASE_M-05-16;54.50;54.50;54.50;54.50;37200.00;50.00;2027400.00;11.00;54.50;54.50;3703632.00;4978.00;198648.00;267.00
2016-04-06;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;53.50;54.30;3484080.00;4839.00;-;-
2016-04-06;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;52.50;54.50;-;-;-;-
2016-04-06;GAS_BASE_Q-3-16;-;54.43;-;-;-;-;-;-;54.30;54.55;9810144.00;4443.00;931776.00;422.00
2016-04-06;GAS_BASE_Q-4-16;61.15;61.24;61.15;61.25;53016.00;24.00;3246125.50;7.00;61.25;61.10;10596573.00;4797.00;2845192.00;1288.00
2016-04-06;GAS_BASE_Q-1-17;64.90;65.17;64.90;65.25;112268.00;52.00;7312533.00;11.00;65.25;64.90;1228471.00;569.00;1394714.00;646.00
2016-04-06;GAS_BASE_Q-2-17;-;60.75;-;-;-;-;-;-;59.50;62.00;32760.00;15.00;32760.00;15.00
2016-04-06;GAS_BASE_S-W-16;63.10;63.24;63.10;63.25;227136.00;52.00;14363076.00;10.00;63.25;63.10;5669664.00;1298.00;7189728.00;1646.00
2016-04-06;GAS_BASE_S-S-17;-;60.63;-;-;-;-;-;-;60.00;61.25;118584.00;27.00;149328.00;34.00
2016-04-06;GAS_BASE_S-W-17;-;70.38;-;-;-;-;-;-;70.00;-;4368.00;1.00;4368.00;1.00
2016-04-06;GAS_BASE_Y-17;63.75;63.75;63.75;63.75;43800.00;5.00;2792250.00;1.00;63.75;63.75;13507920.00;1542.00;15575280.00;1778.00
2016-04-06;GAS_BASE_Y-18;67.80;67.80;67.80;67.80;43800.00;5.00;2969640.00;1.00;67.80;67.80;858480.00;98.00;858480.00;98.00
2016-04-07;GAS_BASE_W-15-16;-;55.00;-;-;-;-;-;-;53.25;56.50;13776.00;82.00;13776.00;82.00
2016-04-07;GAS_BASE_W-16-16;-;54.88;-;-;-;-;-;-;53.00;56.75;10416.00;62.00;10416.00;62.00
2016-04-07;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-07;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-07;GAS_BASE_M-05-16;54.20;54.19;54.15;54.20;20088.00;27.00;1088397.60;7.00;54.20;54.15;3711072.00;4988.00;218736.00;294.00
2016-04-07;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;53.50;54.50;3484080.00;4839.00;-;-
2016-04-07;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;52.50;54.50;-;-;-;-
2016-04-07;GAS_BASE_Q-3-16;54.25;54.25;54.25;54.25;11040.00;5.00;598920.00;1.00;53.90;54.24;9821184.00;4448.00;942816.00;427.00
2016-04-07;GAS_BASE_Q-4-16;61.00;61.04;61.00;61.10;35344.00;16.00;2157596.57;8.00;61.10;61.00;10629708.00;4812.00;2880536.00;1304.00
2016-04-07;GAS_BASE_Q-1-17;64.90;65.01;64.90;65.10;118745.00;55.00;7717345.50;9.00;65.10;64.90;1347216.00;624.00;1513459.00;701.00
2016-04-07;GAS_BASE_Q-2-17;-;61.13;-;-;-;-;-;-;60.25;62.00;32760.00;15.00;32760.00;15.00
2016-04-07;GAS_BASE_S-W-16;62.90;62.94;62.90;63.10;196560.00;45.00;12374544.00;9.00;63.10;62.90;5866224.00;1343.00;7386288.00;1691.00
2016-04-07;GAS_BASE_S-S-17;-;60.43;-;-;-;-;-;-;59.90;60.95;118584.00;27.00;149328.00;34.00
2016-04-07;GAS_BASE_S-W-17;-;71.50;-;-;-;-;-;-;71.00;72.00;4368.00;1.00;4368.00;1.00
2016-04-07;GAS_BASE_Y-17;63.75;63.75;63.75;63.75;43800.00;5.00;2792250.00;1.00;63.75;63.75;13551720.00;1547.00;15619080.00;1783.00
2016-04-07;GAS_BASE_Y-18;-;67.68;-;-;-;-;-;-;67.60;67.75;858480.00;98.00;858480.00;98.00
2016-04-08;GAS_BASE_W-15-16;-;55.25;-;-;-;-;-;-;54.00;56.50;13776.00;82.00;13776.00;82.00
2016-04-08;GAS_BASE_W-16-16;-;55.00;-;-;-;-;-;-;53.50;56.50;10416.00;62.00;10416.00;62.00
2016-04-08;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-08;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-08;GAS_BASE_M-05-16;54.20;54.20;54.10;54.30;40920.00;55.00;2217864.00;10.00;54.30;54.15;3737112.00;5023.00;259656.00;349.00
2016-04-08;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;53.25;54.25;3484080.00;4839.00;-;-
2016-04-08;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;52.25;54.95;-;-;-;-
2016-04-08;GAS_BASE_Q-3-16;54.25;54.23;54.20;54.25;8832.00;4.00;478804.80;2.00;54.25;54.20;9830016.00;4452.00;951648.00;431.00
2016-04-08;GAS_BASE_Q-4-16;-;61.40;-;-;-;-;-;-;61.30;61.50;10629708.00;4812.00;2880536.00;1304.00
2016-04-08;GAS_BASE_Q-1-17;65.40;65.47;65.40;65.60;53975.00;25.00;3532124.00;3.00;65.42;65.40;1401191.00;649.00;1567434.00;726.00
2016-04-08;GAS_BASE_Q-2-17;-;62.88;-;-;-;-;-;-;60.75;65.00;32760.00;15.00;32760.00;15.00
2016-04-08;GAS_BASE_S-W-16;-;63.46;-;-;-;-;-;-;63.41;63.50;5866224.00;1343.00;7386288.00;1691.00
2016-04-08;GAS_BASE_S-S-17;-;61.03;-;-;-;-;-;-;60.75;61.30;118584.00;27.00;149328.00;34.00
2016-04-08;GAS_BASE_S-W-17;-;71.30;-;-;-;-;-;-;70.80;71.80;4368.00;1.00;4368.00;1.00
2016-04-08;GAS_BASE_Y-17;-;63.95;-;-;-;-;-;-;63.75;64.08;13551720.00;1547.00;15619080.00;1783.00
2016-04-08;GAS_BASE_Y-18;68.00;68.00;68.00;68.00;43800.00;5.00;2978400.00;1.00;67.75;68.00;902280.00;103.00;902280.00;103.00
2016-04-11;GAS_BASE_W-16-16;56.35;56.35;56.35;56.35;2520.00;15.00;142002.00;1.00;56.35;56.35;12936.00;77.00;12936.00;77.00
2016-04-11;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;54.50;56.55;-;-;-;-
2016-04-11;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-11;GAS_BASE_W-19-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-11;GAS_BASE_M-05-16;54.30;54.25;54.25;54.30;63240.00;85.00;3431514.00;13.00;54.30;54.25;3798120.00;5105.00;322896.00;434.00
2016-04-11;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;53.75;54.20;3484080.00;4839.00;-;-
2016-04-11;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;53.50;56.00;-;-;-;-
2016-04-11;GAS_BASE_Q-3-16;54.20;54.20;54.20;54.20;11040.00;5.00;598368.00;1.00;54.20;54.40;9841056.00;4457.00;962688.00;436.00
2016-04-11;GAS_BASE_Q-4-16;61.50;61.50;61.50;61.50;4418.00;2.00;271707.00;1.00;62.00;62.00;10634126.00;4814.00;2884954.00;1306.00
2016-04-11;GAS_BASE_Q-1-17;-;65.98;-;-;-;-;-;-;65.65;66.30;1401191.00;649.00;1567434.00;726.00
2016-04-11;GAS_BASE_Q-2-17;-;61.75;-;-;-;-;-;-;61.00;62.50;32760.00;15.00;32760.00;15.00
2016-04-11;GAS_BASE_S-W-16;-;64.20;-;-;-;-;-;-;63.50;65.00;5866224.00;1343.00;7386288.00;1691.00
2016-04-11;GAS_BASE_S-S-17;-;61.18;-;-;-;-;-;-;60.00;62.00;118584.00;27.00;149328.00;34.00
2016-04-11;GAS_BASE_S-W-17;71.75;71.75;71.75;71.75;21840.00;5.00;1567020.00;1.00;71.75;71.75;26208.00;6.00;26208.00;6.00
2016-04-11;GAS_BASE_Y-17;64.00;64.00;64.00;64.00;61320.00;7.00;3924480.00;3.00;64.00;64.00;13613040.00;1554.00;15680400.00;1790.00
2016-04-11;GAS_BASE_Y-18;-;68.25;-;-;-;-;-;-;68.00;68.50;902280.00;103.00;902280.00;103.00
2016-04-12;GAS_BASE_W-16-16;56.70;56.70;56.70;56.70;8400.00;50.00;476280.00;3.00;56.70;56.70;21336.00;127.00;21336.00;127.00
2016-04-12;GAS_BASE_W-17-16;-;-;-;-;-;-;-;-;56.50;56.85;-;-;-;-
2016-04-12;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-12;GAS_BASE_W-19-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-12;GAS_BASE_M-05-16;54.50;54.73;54.50;54.90;70680.00;95.00;3866196.00;13.00;54.90;54.50;3865080.00;5195.00;393576.00;529.00
2016-04-12;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;53.75;54.95;3484080.00;4839.00;-;-
2016-04-12;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;53.50;58.00;-;-;-;-
2016-04-12;GAS_BASE_Q-3-16;-;54.63;-;-;-;-;-;-;54.50;54.50;9841056.00;4457.00;962688.00;436.00
2016-04-12;GAS_BASE_Q-4-16;62.50;62.63;62.50;62.80;77315.00;35.00;4844337.00;6.00;62.80;62.50;10689351.00;4839.00;2962269.00;1341.00
2016-04-12;GAS_BASE_Q-1-17;66.00;66.00;66.00;66.00;53975.00;25.00;3562350.00;3.00;66.05;66.00;1455166.00;674.00;1621409.00;751.00
2016-04-12;GAS_BASE_Q-2-17;-;62.88;-;-;-;-;-;-;62.25;63.50;32760.00;15.00;32760.00;15.00
2016-04-12;GAS_BASE_S-W-16;64.15;64.20;64.15;64.35;87360.00;20.00;5608512.00;4.00;64.35;64.50;5953584.00;1363.00;7473648.00;1711.00
2016-04-12;GAS_BASE_S-S-17;-;61.63;-;-;-;-;-;-;60.25;63.00;118584.00;27.00;149328.00;34.00
2016-04-12;GAS_BASE_S-W-17;-;72.75;-;-;-;-;-;-;71.50;74.00;26208.00;6.00;26208.00;6.00
2016-04-12;GAS_BASE_Y-17;64.50;64.63;64.50;64.75;131400.00;15.00;8492820.00;3.00;64.75;64.50;13700640.00;1564.00;15811800.00;1805.00
2016-04-12;GAS_BASE_Y-18;-;69.13;-;-;-;-;-;-;68.75;69.50;902280.00;103.00;902280.00;103.00
2016-04-13;GAS_BASE_W-16-16;56.95;56.98;56.91;57.10;57960.00;345.00;3302712.00;16.00;57.10;56.95;79296.00;472.00;79296.00;472.00
2016-04-13;GAS_BASE_W-17-16;57.00;56.98;56.95;57.00;15960.00;95.00;909426.00;4.00;57.00;57.00;15960.00;95.00;15960.00;95.00
2016-04-13;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;60.00;-;-;-;-
2016-04-13;GAS_BASE_W-19-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-13;GAS_BASE_M-05-16;54.50;54.59;54.50;54.80;55800.00;75.00;3047424.00;10.00;54.80;54.50;3920880.00;5270.00;449376.00;604.00
2016-04-13;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;54.00;54.90;3484080.00;4839.00;-;-
2016-04-13;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;53.75;56.25;-;-;-;-
2016-04-13;GAS_BASE_Q-3-16;-;54.58;-;-;-;-;-;-;54.40;54.75;9841056.00;4457.00;962688.00;436.00
2016-04-13;GAS_BASE_Q-4-16;62.50;62.50;62.50;62.50;33135.00;15.00;2070937.50;3.00;62.50;62.50;10722486.00;4854.00;2995404.00;1356.00
2016-04-13;GAS_BASE_Q-1-17;66.07;66.09;66.07;66.10;64770.00;30.00;4280649.30;4.00;66.10;66.07;1519936.00;704.00;1686179.00;781.00
2016-04-13;GAS_BASE_Q-2-17;-;63.00;-;-;-;-;-;-;62.50;63.50;32760.00;15.00;32760.00;15.00
2016-04-13;GAS_BASE_S-W-16;64.25;64.30;64.25;64.50;174720.00;40.00;11236680.00;5.00;64.25;64.25;6128304.00;1403.00;7648368.00;1751.00
2016-04-13;GAS_BASE_S-S-17;-;62.50;-;-;-;-;-;-;62.00;63.00;118584.00;27.00;149328.00;34.00
2016-04-13;GAS_BASE_S-W-17;-;72.53;-;-;-;-;-;-;71.25;73.80;26208.00;6.00;26208.00;6.00
2016-04-13;GAS_BASE_Y-17;-;64.83;-;-;-;-;-;-;64.75;64.85;13700640.00;1564.00;15811800.00;1805.00
2016-04-13;GAS_BASE_Y-18;-;69.20;-;-;-;-;-;-;68.75;69.65;902280.00;103.00;902280.00;103.00
2016-04-14;GAS_BASE_W-16-16;57.00;57.00;57.00;57.00;11760.00;70.00;670320.00;2.00;57.00;57.10;91056.00;542.00;91056.00;542.00
2016-04-14;GAS_BASE_W-17-16;-;56.33;-;-;-;-;-;-;55.50;57.15;15960.00;95.00;15960.00;95.00
2016-04-14;GAS_BASE_W-18-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-14;GAS_BASE_W-19-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-04-14;GAS_BASE_M-05-16;54.80;54.82;54.80;54.85;34224.00;46.00;1876256.40;5.00;54.85;54.80;3951384.00;5311.00;483600.00;650.00
2016-04-14;GAS_BASE_M-06-16;-;-;-;-;-;-;-;-;54.00;55.00;3484080.00;4839.00;-;-
2016-04-14;GAS_BASE_M-07-16;-;-;-;-;-;-;-;-;53.75;57.00;-;-;-;-
2016-04-14;GAS_BASE_Q-3-16;54.75;54.75;54.75;54.75;11040.00;5.00;604440.00;2.00;54.75;54.75;9852096.00;4462.00;973728.00;441.00
2016-04-14;GAS_BASE_Q-4-16;62.60;62.60;62.60;62.60;22090.00;10.00;1382834.00;2.00;62.60;62.50;10744576.00;4864.00;3017494.00;1366.00
2016-04-14;GAS_BASE_Q-1-17;66.30;66.25;66.20;66.30;82042.00;38.00;5434742.75;10.00;66.30;65.50;1591183.00;737.00;1768221.00;819.00
2016-04-14;GAS_BASE_Q-2-17;-;63.08;-;-;-;-;-;-;62.75;63.40;32760.00;15.00;32760.00;15.00
2016-04-14;GAS_BASE_S-W-16;64.30;64.37;64.30;64.50;87360.00;20.00;5621616.00;3.00;64.35;64.50;6215664.00;1423.00;7735728.00;1771.00
2016-04-14;GAS_BASE_S-S-17;62.00;62.00;62.00;62.00;21960.00;5.00;1361520.00;1.00;62.00;62.00;140544.00;32.00;171288.00;39.00
2016-04-14;GAS_BASE_S-W-17;-;72.63;-;-;-;-;-;-;71.50;73.75;26208.00;6.00;26208.00;6.00
2016-04-14;GAS_BASE_Y-17;-;64.88;-;-;-;-;-;-;64.80;64.85;13700640.00;1564.00;15811800.00;1805.00
